step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
801,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
802,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
803,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
804,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 4"
805,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
806,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""fabrication"",   ""mutation_position"""
807,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation_posit"
808,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
809,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_context"": ""S"
810,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 1"
811,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation_posit"
812,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 4,   ""mutation_type"": ""exponential distortion"",   ""mutatio"
813,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 826,   ""mutation_type"": ""omission"",   ""mutation_position"":"
814,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""Fabricated_numbers"",   ""mutation_po"
815,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 9"
816,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
817,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
818,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation_posit"
819,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
820,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
821,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""Omission"",   ""mutation_position"": 1"
822,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""missed_word"",   ""context_before"": """
823,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
824,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
825,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
826,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 8"
827,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": n"
828,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
829,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 3"
830,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 9"
831,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
832,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""mutation_"
833,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": ""untrue"",   ""mutation_point"": ""DOC-F8EF"",   ""mutation_type"": ""omi"
834,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 4"
835,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
836,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""mutation_"
837,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 4"
838,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
839,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
840,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
841,0.62,0.05,0.0,0.18,0.18,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""unverifiable"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": n"
842,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 6,   ""mutation_type"": ""figuresFabricated"",   ""mutation_pos"
843,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
844,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
845,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
846,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
847,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
848,-0.04,-0.05,,,,,,,,1.0,{'verdict'},0.06,,"{   ""mutation_type"": ""omitted_context"",   ""mutation_point"": ""DOC-57BE"",   ""mutat"
849,-0.04,-0.05,,,,,,,,1.0,{'verdict'},0.06,,"{   ""mutation_type"": ""omission"",   ""mutation_position"": 2,   ""mutation_point"": """
850,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""extraction"",   ""mutation_position"":"
851,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""statistic"",   ""mutation_operation"":"
852,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
853,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
854,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 3"
855,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
856,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 6"
857,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
858,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""distorted_percentage"",   ""context_p"
859,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
860,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 36,   ""mutation_type"": ""omission"",   ""mutation_position"": "
861,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
862,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 1"
863,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
864,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_position"
865,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
866,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation_posit"
867,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 2"
868,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
869,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
870,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_position"": 3"
871,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""year distortion"",   ""mutation_value"
872,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""mutation_"
873,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""context_position"": [1"
874,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 1"
875,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 8"
876,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_position"": 3"
877,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
878,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
879,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 1"
880,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
881,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
882,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_position"
883,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": """",   ""pr"
884,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 6"
885,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
886,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_type"": ""partial_mutation"",   ""mutation_posi"
887,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_type"": ""percentageshift"",   ""mutation_posit"
888,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 4"
889,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_position"
890,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
891,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 7"
892,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""congestion"",   ""mutation_position"":"
893,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
894,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
895,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""constrained',   ""mutation_position"""
896,0.68,0.05,0.3,0.18,0.18,0.0,0.0,-0.03,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
897,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
898,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""figure distortion"",   ""mutation_sco"
899,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
900,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""mutation_position"": """
901,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": 5"
902,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""material_omission"",   ""mutation_pos"
903,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""missense"",   ""mutation_position"": 1"
904,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
905,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""pro"
906,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
907,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
908,-0.01,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""context_loss"": ""18%"","
909,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation_operation"": "
910,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_position"": 3"
911,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
912,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
913,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""con"
914,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_position"": """
915,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
916,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
917,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""mutation_position"": 4"
918,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
919,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_position"
920,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""siz"
921,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation_value"",   ""mutation_doc_id"""
922,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
923,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
924,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""cor"
925,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
926,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""loc"
927,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""scope_shift"",   ""mutation_location"""
928,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""mutation"",   ""mutation_scope"": ""com"
929,0.06,-0.05,,,,,,,,1.0,{'confidence'},0.16,,"{   ""verdict"": ""true"",   ""mutation_point"": null,   ""mutation_type"": ""none"",   ""m"
930,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""glo"
931,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
932,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""sub"
933,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
934,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": ""untrue"",   ""mutation_point"": ""DOC-D0FD"",   ""mutation_type"": ""omi"
935,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""par"
936,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
937,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
938,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 33,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""ve"
939,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 95C5,   ""mutation_type"": ""omission"",   ""mutation_scope"": """
940,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""con"
941,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""par"
942,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
943,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omitted_word"",   ""mutation_scope"": "
944,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""pro"
945,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""ver"
946,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""con"
947,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation_point"": 7,   ""mutation_position"": ""mutation that increased disease"
948,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
949,0.06,-0.05,,,,,,,,1.0,{'confidence'},0.16,,"{   ""verdict"": ""true"",   ""mutation_point"": null,   ""mutation_type"": ""none"",   ""m"
950,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
951,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
952,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""rep"
953,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
954,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
955,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
